10,1417715,1970,,,,,,,,,,,,,,          ,          ,,,,,,,,          ,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
10,412198,0,207.39300499999999,1,0.82999999999999996,140.720001,42.245967,-83.650318999999996,9,1.5,16.141249999999999,1350150235300,1,-1.9511719999999999,5.5283199999999999,2         ,0         ,0,-0.29699999999999999,16.655556000000001,2,1,-2.78125,0.0,2         ,0,0,0,3.1524999999999997E-2,0,0,-1483.0,2077.0,3561.0786130000001,39,227,0,0,0,0,1,0,1,0
10,412198,100,207.39300499999999,1,0.82999999999999996,140.720001,42.245956,-83.650306,9,1.5,16.061083,1350150235400,1,-0.32519500000000001,-4.5527340000000001,2         ,0         ,0,-0.29699999999999999,16.588888000000001,2,1,-3.59375,0.0,2         ,0,0,0,-0.368475,0,0,-858.0,2397.0,3256.2783199999999,39,240,0,0,0,0,1,0,1,0
10,412198,200,207.29299900000001,1,0.82999999999999996,141.009995,42.245944000000001,-83.650294000000002,9,1.5,15.884306,1350150235500,1,-0.65039100000000005,-5.8535159999999999,2         ,0         ,0,-0.37459999999999999,16.533332999999999,2,1,-3.6875,0.0,2         ,0,0,0,-0.16847500000000001,0,0,-502.0,2722.0,3225.796143,39,244,0,0,0,0,1,0,1,0
10,412198,300,207.39300499999999,1,0.82999999999999996,140.759995,42.245932000000003,-83.650281000000007,9,1.5,15.909485999999999,1350150235600,1,-0.32519500000000001,-3.5771480000000002,2         ,0         ,0,-0.37459999999999999,16.533332999999999,2,1,-3.6875,0.0,2         ,0,0,0,-0.16847500000000001,0,0,-548.0,2788.0,3337.5554200000001,39,257,0,0,0,0,1,0,1,0
10,412198,400,207.39300499999999,1,0.82999999999999996,140.729996,42.245921000000003,-83.650267999999997,9,1.5,15.971152999999999,1350150235700,1,-1.9511719999999999,-1.300781,2         ,0         ,0,-0.37459999999999999,16.458334000000001,2,1,-3.375,0.0,2         ,0,0,0,-0.16847500000000001,0,0,91.0,3215.0,3124.193115,39,261,0,0,0,0,1,0,1,0
10,412198,500,207.39300499999999,1,0.82999999999999996,140.61999499999999,42.245908999999997,-83.650255000000001,9,1.5,15.922333,1350150235800,1,1.9511719999999999,3.2519529999999999,2         ,0         ,0,-0.52980000000000005,16.283332999999999,2,1,-3.28125,0.0,2         ,0,0,0,0.131525,0,0,462.0,3307.0,2844.7895509999998,37,279,0,0,0,0,1,0,1,0
10,412198,600,207.39300499999999,1,0.82999999999999996,140.699997,42.245896999999999,-83.650242000000006,9,1.5,15.980403000000001,1350150235900,1,2.276367,6.8291019999999998,2         ,0         ,0,-0.37459999999999999,16.386109999999999,2,1,-3.28125,0.0,2         ,0,0,0,3.1524999999999997E-2,0,0,751.0,2987.0,2235.188721,23,304,0,0,0,0,1,0,1,0
10,412198,700,207.39300499999999,1,0.82999999999999996,140.83999600000001,42.245885999999999,-83.650229999999993,9,1.5,15.726027999999999,1350150236000,1,2.276367,1.300781,2         ,0         ,0,-0.52980000000000005,16.391666000000001,2,1,-2.78125,0.0,2         ,0,0,0,-0.16847500000000001,0,0,-1534.0,2971.0,3657.5998540000001,23,300,0,0,0,0,1,0,1,0
10,412198,800,207.29299900000001,1,0.82999999999999996,140.78999300000001,42.245874000000001,-83.650216999999998,9,1.5,15.638667,1350150236100,1,0.97558599999999995,-3.5771480000000002,2         ,0         ,0,-0.45219999999999999,16.494444000000001,2,1,-2.375,0.0,2         ,0,0,0,-0.368475,0,0,-1940.0,2240.0,3657.5998540000001,23,320,0,0,0,0,1,0,1,0
10,412198,900,207.29299900000001,1,0.82999999999999996,140.63999899999999,42.245863,-83.650205,9,1.5,15.722944,1350150236200,1,0.65039100000000005,-1.300781,2         ,15        ,0,-0.84019999999999995,16.433332,2,1,-2.5,0.0,2         ,0,0,0,0.33152500000000001,0,0,-1951.0,2173.0,3657.5998540000001,23,323,0,0,0,0,1,0,1,0
10,412198,1000,207.39300499999999,1,0.82999999999999996,140.5,42.245851999999999,-83.650192000000004,9,1.5,15.734764,1350150236300,1,0.0,1.625977,2         ,15        ,0,-0.52980000000000005,16.130555999999999,2,1,-1.6875,0.0,2         ,0,0,0,0.53152500000000003,0,0,-1563.0,1987.0,3550.9191890000002,48,327,0,0,0,0,1,0,1,0
10,412198,1100,207.39300499999999,1,0.82999999999999996,140.78999300000001,42.245840000000001,-83.650180000000006,9,1.5,15.571861,1350150236400,1,-0.32519500000000001,0.0,2         ,15        ,0,-0.29699999999999999,16.161111999999999,2,1,-0.28125,0.0,2         ,0,0,0,3.1524999999999997E-2,0,0,-1593.0,1957.0,3550.9187010000001,48,327,0,0,0,0,1,0,1,0
10,412198,1200,207.49299600000001,1,0.82999999999999996,141.03999300000001,42.245829000000001,-83.650166999999996,9,1.5,15.407417000000001,1350150236500,1,-0.65039100000000005,-2.6015630000000001,2         ,15        ,0,-0.52980000000000005,16.194445000000002,2,1,0.375,0.0,2         ,0,0,0,0.73152499999999998,0,0,-1608.0,1942.0,3550.9184570000002,48,327,0,0,0,0,1,0,1,0
10,412198,1300,207.39300499999999,1,0.82999999999999996,141.11999499999999,42.245817000000002,-83.650154999999998,9,1.5,15.230639,1350150236600,1,-1.300781,-1.625977,2         ,15        ,0,-0.76259999999999994,16.136109999999999,2,1,0.1875,0.0,2         ,0,0,0,1.031525,0,0,-1412.0,2494.0,3906.5180660000001,48,359,0,0,0,0,1,0,1,0
10,412198,1400,207.39300499999999,1,0.82999999999999996,140.699997,42.245806000000002,-83.650142000000002,9,1.5,15.228069,1350150236700,1,-0.97558599999999995,1.9511719999999999,2         ,15        ,0,-0.45219999999999999,16.141666000000001,2,1,-0.5,0.0,2         ,0,0,0,1.231525,0,0,-1330.0,2692.0,3657.5998540000001,93,367,0,0,0,0,1,0,1,0
10,412198,1500,207.39300499999999,1,0.82999999999999996,140.86999499999999,42.245795000000001,-83.650130000000004,9,1.5,15.092402999999999,1350150236800,1,-2.276367,0.97558599999999995,2         ,15        ,0,-0.91779999999999995,16.166665999999999,2,1,-1.6875,0.0,2         ,0,0,0,0.73152499999999998,0,0,-1137.0,2763.0,3901.4392090000001,128,397,0,0,0,0,1,0,1,0
10,412198,1600,207.39300499999999,1,0.82999999999999996,140.78999300000001,42.245784,-83.650118000000006,9,1.5,14.900207999999999,1350150236900,1,-2.276367,-1.625977,2         ,15        ,0,-0.91779999999999995,15.908334,2,1,-2.09375,0.0,2         ,0,0,0,0.131525,0,0,-1330.0,2494.0,3825.2392580000001,128,409,0,0,0,0,1,0,1,0
10,412198,1700,207.49299600000001,1,0.82999999999999996,140.55999800000001,42.245773,-83.650105999999994,9,1.5,14.780986,1350150237000,1,-3.2519529999999999,-2.6015630000000001,2         ,15        ,0,-0.52980000000000005,15.808332999999999,2,1,-1.6875,0.0,2         ,0,0,0,0.23152500000000001,0,0,-919.0,2890.0,3809.9990229999999,138,416,0,0,0,0,1,0,1,0
10,412198,1800,207.49299600000001,1,0.82999999999999996,140.61000100000001,42.245761999999999,-83.650093999999996,9,1.5,14.777903,1350150237100,1,-0.97558599999999995,-0.97558599999999995,2         ,15        ,0,-0.45219999999999999,15.827778,2,1,-1.375,0.0,2         ,0,0,0,0.33152500000000001,0,0,-1142.0,2529.0,3672.8371579999998,138,424,0,0,0,0,1,0,1,0
